processed_url,url_length,label
http  getpocket com,100,1.0
https  500px com,88,1.0
http www viverelagheula net,184,0.0
http  babal net,317,1.0
http accounts.craigslist.org broadway-music com,88,0.0
http  persianblog ir,83,1.0
http  nesn com,99,1.0
http  kakaku com,83,1.0
http  olx ua,131,1.0
http  nesn com,101,1.0
http  mashable com,85,1.0
http  mirtesen ru,163,1.0
http  mic com,107,1.0
http walshconcepts.home comcast net,53,0.0
http  hdfcbank com,88,1.0
http  seekingalpha com,117,1.0
http  censor net.ua,138,1.0
http  motthegioi vn,111,1.0
http  motthegioi vn,90,1.0
http  babal net,101,1.0
http  xossip com,88,1.0
http  distractify com,87,1.0
https  twitter com,182,1.0
http  thechive com,87,1.0
http  perezhilton com,104,1.0
http  venturebeat com,124,1.0
http  plarium com,101,1.0
http  askubuntu com,117,1.0
http us.battle.net.ok llweb asia,54,0.0
http  himado in,98,1.0
http www viela com.py,38,0.0
https spreadsheets google com,95,0.0
http  ap org,95,1.0
http  fanpage gr,226,1.0
http  metro co.uk,150,1.0
https  chaturbate com,85,1.0
http  ameblo jp,96,1.0
http  thenextweb com,116,1.0
http  extratorrent cc,109,1.0
http  fazenda gov.br,104,1.0
http  elitedaily com,103,1.0
http noticias uol com.br,134,1.0
http  nesn com,89,1.0
http  plarium com,89,1.0
http  mylust com,95,1.0
http  genius com,97,1.0
http  distractify com,90,1.0
http  superuser com,108,1.0
http  gawker com,88,1.0
http www chinadcl com,101,0.0
http  tobogo net,107,1.0
http  sfglobe com,101,1.0
http  techcrunch com,102,1.0
http  nypost com,90,1.0
http us.battle.net.d3 loginwowow com,48,0.0
http  indianexpress com,121,1.0
http ok vvweb asia,41,0.0
http  tobogo net,106,1.0
http  censor net.ua,138,1.0
http  ilansorgula com,75,0.0
http  torcache net,137,1.0
http  cadastro-cielo-fidelidade com,37,0.0
http  twitter com,435,1.0
http  mixi jp,111,1.0
http  uproxx com,88,1.0
http  unity3d com,94,1.0
http  extratorrent cc,102,1.0
http  thenextweb com,89,1.0
http  babal net,172,1.0
http  tunein com,87,1.0
http  twitter com,230,1.0
http  jezebel com,91,1.0
http  indianexpress com,102,1.0
http  mylust com,95,1.0
http  mylust com,107,1.0
http  thenextweb com,114,1.0
http  pastehtml com,40,0.0
http  nguyentandung org,90,1.0
http  variety com,224,1.0
http  searchengineland com,99,1.0
http  x0shop com,101,0.0
https  elevenia co.id,117,1.0
http  fanpage gr,229,1.0
http www srv-woa1 com,143,0.0
http www uniquelife gr,117,0.0
https  medium com,111,1.0
http www shawmetalsolutions co.uk,42,0.0
http  pastehtml com,40,0.0
http  arstechnica com,114,1.0
http  emgn com,109,1.0
http  getpocket com,92,1.0
http  extratorrent cc,111,1.0
http  indianexpress com,126,1.0
http  nguyentandung org,90,1.0
http espn go com,114,1.0
http  twitter com,352,1.0
http  rt com,90,1.0
http  oneplus net,84,1.0
http  venturebeat com,96,1.0
http  web de,86,1.0
http  bestblackhatforum com,112,1.0
http  extratorrent cc,95,1.0
http  pornsharing com,87,1.0
http  web de,114,1.0
http www palimpalem com,55,0.0
http  motthegioi vn,95,1.0
http  correios com.br,83,1.0
http www 118bm com,130,0.0
http www bimabn com,113,0.0
http  interpark com,129,1.0
http  pastehtml com,40,0.0
http www bhhs co.za,50,0.0
http www.habbofullcreditosgratis blogspot com,48,0.0
http  digg com,88,1.0
http  bdnews24 com,105,1.0
http www vita-infinity com,42,0.0
http www pret im,61,0.0
http  techcrunch com,116,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify7 id8-eu co.uk,200,0.0
http  interpark com,129,1.0
http  nesn com,99,1.0
http  pastehtml com,40,0.0
http  pastehtml com,40,0.0
http  mixi jp,111,1.0
http  genius com,205,1.0
http  bigcinema tv,93,1.0
http  moviepilot com,163,1.0
http  comicbook com,85,1.0
http  deadspin com,110,1.0
http  nguyentandung org,92,1.0
http configurazione-supporto-apple.store-contatta-ufficiale maritat com,121,0.0
http  atwiki jp,103,1.0
http  indianexpress com,88,1.0
http  deadspin com,86,1.0
http  dantri com.vn,118,1.0
http  akhbarelyom com,115,1.0
http  extratorrent cc,91,1.0
http  olx co.id,109,1.0
http  serverfault com,87,1.0
http  mic com,102,1.0
http  mylust com,94,1.0
http  bdnews24 com,85,1.0
http abc go com,133,1.0
http  jezebel com,104,1.0
http drive-google-com fanalav com,69,0.0
http  themeforest net,95,1.0
http  katproxy com,90,1.0
https spreadsheets google com,114,0.0
http  metro co.uk,145,1.0
http  plarium com,151,1.0
https  medium com,102,1.0
http  seekingalpha com,94,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify1 id8-eu net,198,0.0
http  thenextweb com,148,1.0
http  extratorrent cc,84,1.0
http  pastehtml com,40,0.0
http www venyayapi com,69,0.0
http  censor net.ua,98,1.0
http  jezebel com,90,1.0
https  twitter com,513,1.0
http  distractify com,87,1.0
http  thenextweb com,114,1.0
http  1337x to,116,1.0
https  www gov.uk,86,1.0
http  torcache net,167,1.0
http www eee117 cn,58,0.0
http  extratorrent cc,111,1.0
http  otomoto pl,106,1.0
http  techcrunch com,93,1.0
http  extratorrent cc,122,1.0
http  distractify com,87,1.0
http  9gag tv,93,1.0
http espn go com,102,1.0
http  torcache net,130,1.0
http  babal net,87,1.0
http  extratorrent cc,131,1.0
http www dialgurgaon com,53,0.0
http  ap org,117,1.0
http  olx pl,84,1.0
http  katproxy com,97,1.0
http  distractify com,87,1.0
http  censor net.ua,90,1.0
http  emgn com,91,1.0
http  wpengine com,93,1.0
http  thenextweb com,123,1.0
http  tobogo net,107,1.0
http www vaner2006 com,42,0.0
http  distractify com,87,1.0
http  tinnhanh360 net,88,1.0
https  medium com,98,1.0
http  adailtopereira com,46,0.0
http  dantri com.vn,94,1.0
http  udn com,174,1.0
http  2gis ru,83,1.0
http  deadspin com,115,1.0
http  serverfault com,101,1.0
http  themeforest net,101,1.0
http  kickass to,96,1.0
http  conservativetribune com,138,1.0
http  babal net,211,1.0
http  askubuntu com,88,1.0
http  tobogo net,108,1.0
http  motthegioi vn,84,1.0
http espn go com,117,1.0
https  lastpass com,88,1.0
http  grantland com,113,1.0
http  mirtesen ru,157,1.0
http  graphicriver net,84,1.0
http  torcache net,148,1.0
http  hollywoodlife com,89,1.0
http  torrentdn com,105,1.0
http  web de,101,1.0
http  techcrunch com,93,1.0
http  sevelec com,63,0.0
http www dpcinema mx,104,0.0
http  indianexpress com,150,1.0
http  alfalfalfa com,89,1.0
http  dantri com.vn,83,1.0
http www aimassistachieve com,101,0.0
http  ringring vn,98,1.0
http  superuser com,86,1.0
http  richartsculpture com,77,0.0
http  twitter com,512,1.0
http  akhbarelyom com,117,1.0
http www avocatmanta ro,73,0.0
http  castillatelecom com,56,0.0
http  kickass to,108,1.0
http payapalsecuyiiertr besaba com,50,0.0
http  irecommend ru,84,1.0
http  babal net,240,1.0
http www ieadpgsetor3 com.br,42,0.0
http  wikimapia org,241,1.0
http  tunein com,115,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify4 id8-eu net,198,0.0
http amig0slivechats4 blogspot com,37,0.0
http  indianexpress com,98,1.0
http  web de,96,1.0
http  allegro pl,93,1.0
http  motthegioi vn,115,1.0
http  kenh14 vn,101,1.0
http  depositphotos com,105,1.0
http  mylust com,97,1.0
https  getpocket com,96,1.0
https  quizlet com,94,1.0
http  xhamster com,90,1.0
http  mediaset it,95,1.0
http  distractify com,87,1.0
http  depositphotos com,103,1.0
http  grantland com,96,1.0
http  olx ro,138,1.0
http  grantland com,116,1.0
http  jezebel com,89,1.0
http  plarium com,86,1.0
http  nguyentandung org,88,1.0
http  kenh14 vn,89,1.0
http www silkeachenbach com,59,0.0
http  atwiki jp,94,1.0
http  indianexpress com,103,1.0
http  deadspin com,115,1.0
http  prezi com,109,1.0
http www.apple.com-support-assistenza-account.information upoert com,123,0.0
http  jezebel com,93,1.0
http  torcache net,140,1.0
http  allegro pl,110,1.0
http  distractify com,87,1.0
http en vvok asia,38,0.0
http  torcache net,142,1.0
http www patricesalonqatar com,98,0.0
http  kenh14 vn,93,1.0
http  katproxy com,89,1.0
http  emgn com,91,1.0
https  twitter com,224,1.0
http  sfglobe com,96,1.0
http  kienthuc net.vn,98,1.0
http  caixa gov.br,102,1.0
http  albertoalexandre com,173,0.0
http repository isservices co.za,46,0.0
http users8 jabry com,48,0.0
http  persianblog ir,89,1.0
http  metro co.uk,129,1.0
http noticias uol com.br,123,1.0
http  superuser com,101,1.0
http  udn com,183,1.0
http  emgn com,105,1.0
http  olx co.id,111,1.0
http  depositphotos com,100,1.0
http  pitchfork com,90,1.0
http  fanpage gr,233,1.0
http  bigcinema tv,93,1.0
http  thechive com,87,1.0
http  pornsharing com,86,1.0
http  hdfcbank com,83,1.0
http hiroba.dqx.jp.sy qqibhd com,61,0.0
http  fanpage gr,228,1.0
http  slashdot org,85,1.0
http  mic com,101,1.0
http  variety com,85,1.0
http  fazenda gov.br,157,1.0
http  superuser com,118,1.0
http  onedio com,109,1.0
http  askubuntu com,103,1.0
http  xvideo-jp com,113,1.0
http  tune pk,84,1.0
http  mic com,106,1.0
http  stackoverflow com,103,1.0
http  sourceforge net,130,1.0
http www genoscientific com,40,0.0
http  kakaku com,87,1.0
http  babal net,294,1.0
http  xhamster com,105,1.0
http  seekingalpha com,95,1.0
http  motthegioi vn,87,1.0
http  pornsharing com,91,1.0
https  ifttt com,86,1.0
http  fishki net,116,1.0
http  mic com,108,1.0
http en zzok asia,39,0.0
http  arstechnica com,133,1.0
http www ealuspatherapy com,80,0.0
http  distractify com,87,1.0
http  searchengineland com,94,1.0
http  kakaku com,88,1.0
http  serverfault com,107,1.0
http  kenh14 vn,101,1.0
http  variety com,131,1.0
http  correios com.br,117,1.0
http  akhbarelyom com,115,1.0
http  emgn com,94,1.0
http www newcccam info,79,0.0
http  xhamster com,88,1.0
http  xhamster com,96,1.0
http  grantland com,134,1.0
http  hdfcbank com,106,1.0
http  web de,84,1.0
http www simocorporation com,51,0.0
http  distractify com,87,1.0
http  pitchfork com,90,1.0
http  twitter com,301,1.0
http center-paypal-resolution-com.cgi-bin p3-lefilm fr,57,0.0
http  tobogo net,107,1.0
http  correios com.br,89,1.0
http www lasalle-school org,51,0.0
https  twitter com,309,1.0
https  paytm com,100,1.0
https spreadsheets google com,200,0.0
http  pastehtml com,40,0.0
http  uproxx com,96,1.0
http www myopsource com,191,0.0
http www aimassistachieve com,78,0.0
http  japancaters com,56,0.0
http  web de,90,1.0
http  qz com,98,1.0
http  extratorrent cc,126,1.0
http  lifehacker com,88,1.0
http vps 01hostings com,125,0.0
http  olx pl,94,1.0
http  pastehtml com,40,0.0
https  twitter com,309,1.0
http  atwiki jp,186,1.0
http  activetalk it,135,0.0
http  babal net,192,1.0
http  mylust com,100,1.0
http  nguyentandung org,107,1.0
http  tobogo net,110,1.0
http  akhbarelyom com,120,1.0
http www interlinebusinessdirectory com,90,0.0
http  aljazeera net,235,1.0
http  bestblackhatforum com,176,1.0
http  olx ro,95,1.0
http  interpark com,140,1.0
http  twitter com,244,1.0
http www.apple.com-support-assistenza-account.information upoert com,123,0.0
https  eksisozluk com,91,1.0
http  emgn com,86,1.0
http  ch-stucco com,203,0.0
http  innovationfriends com.ua,80,0.0
http  torcache net,155,1.0
http  ap org,96,1.0
http  distractify com,87,1.0
http  sourceforge net,128,1.0
http  indianexpress com,140,1.0
http www casaitalia asia,71,0.0
http  thenextweb com,94,1.0
http  emgn com,90,1.0
http  mirtesen ru,165,1.0
http  thenextweb com,124,1.0
http  extratorrent cc,100,1.0
https p9.secure hostingprod com,66,0.0
http  thenextweb com,102,1.0
http  kenh14 vn,98,1.0
http www koreanbakeriesqatar com,100,0.0
http  putlocker is,92,1.0
http  torcache net,167,1.0
http  themeforest net,106,1.0
http  superuser com,113,1.0
http  pastehtml com,40,0.0
http  elitedaily com,92,1.0
http  torcache net,135,1.0
http www xaotamphanninhhoa net,49,0.0
http  olx co.id,108,1.0
https spreadsheets google com,200,0.0
http  olx ro,85,1.0
http  lappiramis hu,82,0.0
http  babal net,166,1.0
https  twitter com,144,1.0
http  himado in,98,1.0
http  elitedaily com,92,1.0
http  tunein com,91,1.0
https spreadsheets google com,200,0.0
http  nymag com,144,1.0
http kiwi360 weesail eu,136,0.0
http  torcache net,134,1.0
http  ecnavi jp,101,1.0
http 1-configurazione-supporto-apple.store-contatta bimabn com,109,0.0
http  babal net,306,1.0
http  twitter com,352,1.0
http  nguyentandung org,99,1.0
http  censor net.ua,120,1.0
http  ringring vn,89,1.0
http www nobrokeragefee com,79,0.0
http  jezebel com,85,1.0
http  momoshop com.tw,123,1.0
http  correios com.br,102,1.0
http  jezebel com,91,1.0
http  babal net,349,1.0
http www metconsulting us,58,0.0
http  wikimapia org,132,1.0
http  motthegioi vn,97,1.0
http  udn com,192,1.0
http  mic com,112,1.0
http  perezhilton com,103,1.0
http  depositphotos com,111,1.0
http  sfglobe com,94,1.0
http  interpark com,135,1.0
http  mylust com,87,1.0
http www diamondfinancemongolia com,180,0.0
http  nesn com,88,1.0
http  nguyentandung org,90,1.0
http www thegolcondagroup com,57,0.0
http  worldoftanks ru,84,1.0
http  emgn com,86,1.0
http  superuser com,97,1.0
http  jenniferhoyle com,54,0.0
http  syosetu com,96,1.0
http  indianexpress com,112,1.0
http  indianexpress com,111,1.0
http  persianblog ir,115,1.0
http  otomoto pl,106,1.0
http  bestblackhatforum com,84,1.0
http  searchengineland com,93,1.0
http  bestblackhatforum com,115,1.0
http www bromsgrove-ltd co.uk,39,0.0
http esporte uol com.br,134,1.0
http  askubuntu com,94,1.0
http  akhbarelyom com,120,1.0
http  xyqx168 com,128,0.0
http  cheezburger com,127,1.0
http  sberbank ru,116,1.0
http www peakviewpreprimary co.za,68,0.0
http  prezi com,95,1.0
http  kenh14 vn,106,1.0
http  thenextweb com,97,1.0
http www terraluzseguros com.br,56,0.0
http  mylust com,95,1.0
http  mashable com,91,1.0
http  thechive com,101,1.0
http  nguyentandung org,87,1.0
http  sourceforge net,124,1.0
http  distractify com,87,1.0
http  tobogo net,107,1.0
http  kakaku com,84,1.0
http  otomoto pl,129,1.0
http confirm-account dailysalad com.mx,131,0.0
http  kakaku com,95,1.0
http  pastehtml com,40,0.0
http  torcache net,160,1.0
http  rehmatulillalamin net,245,0.0
http  olx pl,96,1.0
http  extratorrent cc,111,1.0
http  udn com,153,1.0
http  cheezburger com,102,1.0
http  buzzfil net,118,1.0
http  distractify com,87,1.0
http www cynthia-traiteur com,52,0.0
http  themeforest net,100,1.0
http www smc by,42,0.0
http online.citicard.com.wiptzwlkvn agencja-em pl,89,0.0
http service.confirm.paypal.cmd.cgi aficion fr,203,0.0
http www cqpszx com,119,0.0
http  metro co.uk,125,1.0
http  techcrunch com,108,1.0
https  twitter com,186,1.0
http  tunein com,128,1.0
http  plarium com,90,1.0
http  sourceforge net,201,1.0
http  pikabu ru,85,1.0
http  katproxy com,93,1.0
http  kotaku com,84,1.0
http  xossip com,85,1.0
http  lifehacker com,89,1.0
http  torrentdn com,103,1.0
http  sourceforge net,108,1.0
http  babal net,173,1.0
http  thenextweb com,121,1.0
http  sfglobe com,86,1.0
http  bestblackhatforum com,103,1.0
http  otomoto pl,93,1.0
http  thenextweb com,133,1.0
http  ringring vn,93,1.0
http  comicbook com,97,1.0
http  indianexpress com,116,1.0
http  motthegioi vn,106,1.0
http www jpvote com,83,0.0
http  uproxx com,88,1.0
http www prudy by,187,0.0
http  kotaku com,83,1.0
http  syosetu com,96,1.0
http  mashable com,100,1.0
http  torcache net,158,1.0
http  searchengineland com,115,1.0
http  extratorrent cc,109,1.0
http  icicibank com,83,1.0
http  olx co.id,101,1.0
http  babal net,100,1.0
http  sfglobe com,118,1.0
http abc go com,108,1.0
http  torcache net,143,1.0
http  alfalfalfa com,89,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify5 eu-id3 net,198,0.0
http  extratorrent cc,114,1.0
http  olx co.id,100,1.0
http  thenextweb com,126,1.0
http  distractify com,87,1.0
http opt pabos com.ua,198,0.0
http  bongda88 info,84,1.0
http  torcache net,145,1.0
http  cgcone com,62,0.0
http us.battle.net.login.en ec-login com,141,0.0
http drive-google-com fanalav com,69,0.0
http  tobogo net,108,1.0
http  interpark com,155,1.0
http  lifehacker com,93,1.0
http  kenh14 vn,88,1.0
http  brugowebdev com,67,0.0
http  olx co.id,89,1.0
http  xossip com,87,1.0
http www zgytgc cn,50,0.0
http  distractify com,87,1.0
http  torcache net,140,1.0
http www juegoshack com.ar,50,0.0
http  extratorrent cc,145,1.0
http  olx ro,124,1.0
http  web de,93,1.0
http  elitedaily com,92,1.0
http  mic com,114,1.0
http  digg com,87,1.0
http www idm-applet-webapp com,70,0.0
http  indianexpress com,102,1.0
http  interpark com,129,1.0
http abc go com,108,1.0
http www wowlong cn,48,0.0
http  ch-stucco com,203,0.0
http www skuexpress com,109,0.0
http  kenh14 vn,101,1.0
http  sprint com,103,1.0
http  pornsharing com,83,1.0
http  pastehtml com,40,0.0
http  bestblackhatforum com,87,1.0
http  pinterest com,228,1.0
http  bestblackhatforum com,110,1.0
http  twitter com,390,1.0
https  housing com,102,1.0
http  stackoverflow com,100,1.0
http  distractify com,87,1.0
http  buzzfil net,136,1.0
http  bestblackhatforum com,130,1.0
http  mylust com,85,1.0
http  mic com,101,1.0
http  indianexpress com,90,1.0
http  babal net,210,1.0
http  elcomercio pe,135,1.0
http  variety com,136,1.0
http  uproxx com,98,1.0
https  prezi com,96,1.0
http  nguyentandung org,94,1.0
http  xhamster com,97,1.0
http  shirtworks-co com,66,0.0
http  mic com,104,1.0
http  buzzfil net,131,1.0
http www malonepictures com,68,0.0
http  web de,101,1.0
http  udn com,165,1.0
http  babal net,362,1.0
http  allegro pl,118,1.0
http  indianexpress com,108,1.0
http  oneplus net,86,1.0
http  techcrunch com,95,1.0
http  taboola com,91,1.0
http  searchengineland com,83,1.0
http  udn com,185,1.0
http  qz com,85,1.0
http www lifestylewellnessnetwork com,83,0.0
http  pornsharing com,93,1.0
http  askubuntu com,87,1.0
http  pastehtml com,40,0.0
http  mylust com,86,1.0
http  kakaku com,86,1.0
http  otomoto pl,89,1.0
http  nesn com,98,1.0
http www rerte com.cn,105,0.0
http  twitter com,272,1.0
https  chaturbate com,83,1.0
http  xhamster com,87,1.0
http  seekingalpha com,90,1.0
http  interpark com,135,1.0
http  sfglobe com,96,1.0
http www natwest-verification cf,46,0.0
http www id8-eu co.uk,143,0.0
http  superuser com,103,1.0
http  techcrunch com,83,1.0
http sm qqibhd com,44,0.0
http  lifehacker com,102,1.0
http  steamcommunity com,109,1.0
http www bamboofloors com.au,110,0.0
http  babal net,100,1.0
http  techcrunch com,87,1.0
http  txellwebs com,238,0.0
http  plumber-sandton co.za,69,0.0
http www spokenkorean com,57,0.0
http www.asy645reds boldlygoingnowhere org,90,0.0
http  pastehtml com,40,0.0
http  grantland com,95,1.0
http  squarespace com,84,1.0
http  teespring com,114,1.0
http  pikabu ru,130,1.0
http  motthegioi vn,91,1.0
http  mylust com,89,1.0
http  techcrunch com,106,1.0
https  tune pk,93,1.0
http  kenh14 vn,115,1.0
http  damocom net,54,0.0
http  olx ro,120,1.0
http  motthegioi vn,111,1.0
http  ap org,109,1.0
http  askubuntu com,106,1.0
http  interpark com,129,1.0
http  xhamster com,88,1.0
http  torcache net,170,1.0
http  kenh14 vn,92,1.0
http blog designet com,59,0.0
http  stackoverflow com,96,1.0
http  torrentdn com,117,1.0
http  distractify com,87,1.0
http secure.runescape.com.d.weblagon loginforn com,61,0.0
http  distractify com,87,1.0
http  olx in,88,1.0
http  perezhilton com,149,1.0
http  distractify com,87,1.0
http www abitmoore com,68,0.0
http  torrentdn com,91,1.0
http  tinnhanh360 net,86,1.0
http www canadiancourier ca,69,0.0
http  tune pk,99,1.0
http  extratorrent cc,103,1.0
http  depositphotos com,198,1.0
http  maybank2u com.my,173,1.0
http  olx ro,114,1.0
http  allegro pl,110,1.0
http clienti.caratteristiche.informazioni.gtw prospectaconsultoria com,125,0.0
http  otomoto pl,103,1.0
http  aljazeera net,107,1.0
http  superuser com,101,1.0
http  olx ro,96,1.0
http  serverfault com,90,1.0
http  distractify com,87,1.0
https  twitter com,100,1.0
https  hollywoodlife com,100,1.0
http  pastehtml com,40,0.0
http  censor net.ua,134,1.0
http  haberler com,86,1.0
http  ap org,91,1.0
http  greentechenterprises org,210,0.0
http  jalopnik com,99,1.0
http  cookpad com,84,1.0
http  venturebeat com,118,1.0
http  techcrunch com,101,1.0
http  kenh14 vn,96,1.0
http  mylust com,88,1.0
http  techcrunch com,128,1.0
http www rerte com.cn,40,0.0
http  mediaset it,101,1.0
http  xhamster com,84,1.0
http  olx ro,158,1.0
http  thenextweb com,95,1.0
http  icicibank com,94,1.0
http  digg com,87,1.0
http confirmation-account-apple marijuanafigures com,88,0.0
http  getpocket com,95,1.0
http  extratorrent cc,99,1.0
http  icicibank com,85,1.0
http  extratorrent cc,89,1.0
http  pastehtml com,40,0.0
http  wikiwiki jp,122,1.0
http  web de,96,1.0
http www 3designcenter com,55,0.0
http  web de,108,1.0
http  cox com,127,1.0
http  mic com,85,1.0
http  megogo net,93,1.0
http  distractify com,87,1.0
http  distractify com,87,1.0
http  web de,86,1.0
http  kakaku com,87,1.0
http  interpark com,129,1.0
http www mainsqueezemusic com,42,0.0
http  web tv,89,1.0
http  txellwebs com,101,0.0
http  indianexpress com,108,1.0
http  twitter com,300,1.0
http  maybank2u com.my,186,1.0
http  avxhome se,111,1.0
http www infigueirahouse net,137,0.0
http  depositphotos com,90,1.0
http  tobogo net,107,1.0
http  distractify com,85,1.0
http  deadspin com,97,1.0
http  torcache net,184,1.0
http  digg com,105,1.0
http  codecanyon net,97,1.0
http  nguyentandung org,89,1.0
http  distractify com,87,1.0
http  otomoto pl,106,1.0
http  pastehtml com,40,0.0
http  distractify com,87,1.0
http fb.com.accounts.login.userid.463185 fb12m com,63,0.0
http  extratorrent cc,125,1.0
http  thenextweb com,111,1.0
http  irecommend ru,97,1.0
http  distractify com,87,1.0
http  bdnews24 com,113,1.0
http  patch com,89,1.0
http  moviepilot com,124,1.0
http www plotsnhouses com,41,0.0
http paypal.com.ie.cgi.bin.webscr.cmd.login.processing.login.cmd.login-donelogin.access1021401470 mextacofood com,162,0.0
http  nesn com,95,1.0
http  olx co.id,95,1.0
http  web de,99,1.0
http www goodnightdrink co.za,142,0.0
http  mylust com,89,1.0
http  kenh14 vn,104,1.0
http  indianexpress com,103,1.0
http  olx co.id,103,1.0
http  otomoto pl,88,1.0
http  depositphotos com,182,1.0
http  iconosquare com,95,1.0
http rsj26 rhostjh com,50,0.0
http  akhbarelyom com,120,1.0
http  txellwebs com,90,0.0
http  putlocker is,83,1.0
http secured.creditapply.paypal.verification.account prospectaconsultoria com,87,0.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2 id-app7 co.uk,201,0.0
http  distractify com,87,1.0
http 0000502 rcomhost com,124,0.0
http  correios com.br,109,1.0
http  akhbarelyom com,120,1.0
http  venturebeat com,88,1.0
http  slashdot org,107,1.0
http  motthegioi vn,109,1.0
http  nymag com,98,1.0
https  www gov.uk,87,1.0
http www usamuaythai com,49,0.0
http  censor net.ua,138,1.0
http  tune pk,172,1.0
https  soundcloud com,98,1.0
http  uproxx com,104,1.0
http  tunein com,91,1.0
http  distractify com,87,1.0
http www sy-prosperity com,65,0.0
https  twitter com,299,1.0
http  web de,97,1.0
http  xvideo-jp com,102,1.0
http  emgn com,119,1.0
http  mic com,118,1.0
http  nesn com,101,1.0
http  motthegioi vn,83,1.0
http  techcrunch com,104,1.0
https  lastpass com,1040,1.0
http  motthegioi vn,98,1.0
http  stackoverflow com,118,1.0
http  pikabu ru,85,1.0
http  elitedaily com,116,1.0
http  hdfcbank com,90,1.0
http  speedsoundstyle co.za,69,0.0
http  bdnews24 com,110,1.0
http  ap org,88,1.0
http  twitter com,253,1.0
http www sunilkhambe in,52,0.0
http online.citi.com.1nxxwatiafctpdbekvxxkzjgcoartp bucspray gr,81,0.0
http  pikabu ru,85,1.0
http  olx ro,83,1.0
http  hopeworkscentral org,64,0.0
http  diply com,87,1.0
http  mic com,88,1.0
http www multireto com,67,0.0
http  surrotsfr com,90,0.0
http  indianexpress com,148,1.0
http  kenh14 vn,139,1.0
http  correios com.br,88,1.0
http  videomega tv,86,1.0
http  allegro pl,123,1.0
http  syosetu com,96,1.0
http  kienthuc net.vn,100,1.0
http  udn com,174,1.0
http  kenh14 vn,98,1.0
http  superuser com,84,1.0
http  depositphotos com,94,1.0
http  censor net.ua,117,1.0
http  thenextweb com,125,1.0
http  dailysnark com,63,0.0
http  slashdot org,90,1.0
http  maybank2u com.my,151,1.0
http www rcbl ca,122,0.0
http  torrentdn com,121,1.0
http  pastehtml com,40,0.0
http  kienthuc net.vn,95,1.0
http  motthegioi vn,108,1.0
http  sourceforge net,96,1.0
http  otomoto pl,106,1.0
http  olx in,111,1.0
http  searchengineland com,116,1.0
http  themeforest net,85,1.0
http  censor net.ua,90,1.0
http distrimarsanitarios soydg com,92,0.0
http  kienthuc net.vn,100,1.0
http www studioareaimmobiliare it,109,0.0
http  jezebel com,92,1.0
http  atwiki jp,130,1.0
http  tunein com,131,1.0
http  censor net.ua,89,1.0
http  218.145.31.90 ,39,0.0
http  torrentdn com,100,1.0
http  rocketnews24 com,83,1.0
http  jalopnik com,105,1.0
http  pornsharing com,86,1.0
http www naturesway2health com,80,0.0
http  caixa gov.br,91,1.0
http  kakaku com,92,1.0
http www restaurantejoaodebarro com.br,52,0.0
http  depositphotos com,111,1.0
http www bjcurio com,113,0.0
http  elitedaily com,83,1.0
http  fazenda gov.br,127,1.0
http  mediaset it,105,1.0
http  olx ro,94,1.0
http  tunein com,86,1.0
http  filehippo com,87,1.0
http  genius com,128,1.0
http  samenspraakoost nl,137,0.0
http www direitoseguro com.br,102,0.0
http  babal net,201,1.0
http  indianexpress com,85,1.0
http  sourceforge net,162,1.0
http  pikabu ru,85,1.0
http  distractify com,87,1.0
http www srisainathcaterers com,70,0.0
http www darrenjohnston me,40,0.0
http  xvideo-jp com,201,1.0
http  torcache net,149,1.0
http www senjatour com,46,0.0
https  oneplus net,107,1.0
http  searchengineland com,129,1.0
http  katproxy com,83,1.0
http  allegro pl,106,1.0
http  caixa gov.br,91,1.0
http appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify7 id-app7 co.uk,201,0.0
http  onedio com,126,1.0
http  censor net.ua,112,1.0
http  emgn com,97,1.0
http  bigcinema tv,84,1.0
http  censor net.ua,142,1.0
http  pastehtml com,40,0.0
http bid openx net,292,0.0
http  moviepilot com,96,1.0
http martin.bertolino.home comcast net,59,0.0
http  comicbook com,97,1.0
https  medium com,137,1.0
http  buzzfil net,128,1.0
http  udn com,147,1.0
http  mic com,95,1.0
http www usscargo com,71,0.0
http  xvideo-jp com,103,1.0
http www gia gm,49,0.0
http www kingsportclub com,97,0.0
http www.apple.com-support-assistenza-account.information upoert com,123,0.0
http  babal net,199,1.0
http  stackoverflow com,84,1.0
http  mylust com,101,1.0
http  ecnavi jp,91,1.0
http  torrentdn com,94,1.0
http  elitedaily com,84,1.0
http  correios com.br,123,1.0
http  kakaku com,83,1.0
http  kickass to,93,1.0
http  correios com.br,129,1.0
http en llweb asia,40,0.0
http en mmweb asia,39,0.0
https secure myfullflavour com,44,0.0
http  olx ro,96,1.0
http  caixa gov.br,134,1.0
http  mikteks biz,118,0.0
http  emgn com,86,1.0
http  irecommend ru,121,1.0
http  oneplus net,85,1.0
http  pastehtml com,40,0.0
http  mediaset it,103,1.0
http  tinnhanh360 net,92,1.0
